text_steamindo	label
habis topup aplikasi enggak masuk salah pin fingerprint ya enggak masuk solusi	negative
tolong verifikasi kyc belum kode email coba live chat luar jam operasi siang jam tolong kode dong tolong adakan live chat wa biar gampang	negative
sulit cuy narik uang sesal	negative
halo nanovest apknya akun aman haruskeluar login ulng bagaimana atasinnya	negative
maaf bintang kurang	negative
kendala pin salah padahal benar	negative
sudah jam koin gua proses masuk tolong bantu bang	negative
enggak fitur tarik uang pakai aplikasi dana susah kalo bikin kartu bank	negative
sampai block akun saldo ratus ribu kecewa aplikasi nanoves saran kalin coba simpan saham atau crypto hatihati jangn mudah percaya aplikasi play store	negative
gera grafik saham enggak gerak enggak lihat cari pasar saham ribet banget harus klik tolong simple saja apknya kaya aplikasi jual beli barang shoopee bukalapak dll	negative
aplikasi bagus instruem inbestasi saham emas kripto sayang aplikasi ngeleg baaaanget	negative
ampun kyc sulit mati gagal mulu coba ruwet auto unistal	negative
enggak tarik dana	negative
banget uang nya	negative
update buka bagus bug hasil untung enggak jelas akumulasi	negative
maaf asih bintang withdrawal ewallet danaovogopayshopeepay moga segera tari ewallet	negative
kecewa aplikasi hapus data pribadi akun email identitas pasti investasi ribu enggak ratus crypto saham tari uang masuk akun nomer hp dana shopee pay ovo ujungujungnya pakai rekening bank enggak pakai no hp cair saldo pakai rekening bank enggak pakai nomer hp enggak login nano vest	negative
deposit lancar beli lancar gilir wd proses gagal wd iki pie tapi	negative
coba withdraw akun dana enggak temu	negative
sih pas tambah rekening nama rekening ktp dah saja enggak hadeh tolong	negative
banyak updatefitur sudah bagus gausahlah update gajelasfitur enggak ada dirubahtarik uang susah enggak ada ewalet	negative
aplikasi update versi baru	negative
tampil registrasi mudah simple sayang investasi saham indonesia	negative
gagu sistem sila coba	negative
bilang lengkap koin enggak gausa mulukmuluk ondo saja enggak	negative
pakai aplikasi memang enggak enak banget hp tersendatfreeze alam cripto nanovest pindah btc platform	negative
dowload masuk ganggu maaf bintang	negative
fitur limit crypto	negative
alam pakai aplikasi bikin waswas berulangulanagsetiap lonjak muncul notifikasi akun batas perangkat rentan ganggu aman akses nanovest padalal lonjak normalnormal riskan nominal invest aplikasi	negative
kalau download aplikasi kalau rekening enggak tuker ewalet admin nanovest gerak lambat baik kalau tarik pakai ewalet mudah	negative
enggak login suruh masukin tag pas masuk ganggu sistem silah coba sudah coba terus sudah ti hps tetap saja enggak	negative
gagal ya bagi selfi enggak cocok sama dukcapil tolong bagaimana sudah enggak uninstall tolong lah	negative
aplikasi berat	negative
buy sell langsung posting tutup begitu takut uang rugi turun buy langsung jual begitu	negative
enggak sinyal bagus mulu	negative
lelet	negative
saya daftar umur enggak	negative
aplikasi suka lag	negative
buka pakai wifi enggak pakai paket data langsung buka buka aplikasi aman aman saja jaringanya	negative
nano play mulu	negative
ketik nanoteg eror mulu memang ketik	negative
tau bunga tdak lengkap pinjam mngembalikannya	negative
biaya tari dana	negative
aplikasi tidak buka ganggu kenapa ya saya tidak cek saldo cripto	negative
daftar jangan sulit	negative
wd saja susah pakai faktor googlestelah dimasukin kodesalah aplikasi layakjg investasi disinirumit	negative
sumpah aplikasi crypto enggak crypto segitu saja potong beli cripto aneh aplikasi	negative
kyc mondar mandir mulu verifikasi email sudah klik link verifikasi mentok verifikasi email enggak langsung step	negative
wd nama rek lapor tanggap tidak	negative
pas top up gampang mana withdraw susah ribet mohon baru vitur tari uang	negative
aktifin kyc kode otp enggak masuk ya sudah bikin email	negative
tibatiba akun	negative
mbuhl ce krj	negative
tarik duit seabank gagal truss	negative
ngeleg banyak loading susah respon bagaimana topup m verifikasi email takbisa	negative
lag banget apknya	negative
kecewa enggak menang survey nanovest modalll	negative
enggak narik crypto jaring	negative
nanovest	negative
tari enggak ewlet	negative
apknya berat update harga lambat moga tingkat	negative
slow respon verifikasi gmail	negative
ahir muncul account batas ganti aplikasi	negative
apknya berat	negative
berat aplikasi	negative
aplikasi lambat lambat	negative
daftar susah enggak verifikasi email aplikasi kaya berat banget	negative
bugnya gue depo kagak	negative
aplikasi lambat terima transfer bitcoin hilang bitcoinnya	negative
bug aplikasi akun batas login hapus data join eh hp enggak aneh aneh saja aplikasi jalan update kena batas harap baik edit android ulas november	negative
lelet banget aplikasi	negative
biaya dagang gotrade indonesia jarak harga bid ask spreadnya lipat coba beli saham lly sama menit gotrde indonesia untung nanovest rugi coba beli saham mck sama pasar buka hasil maaf bintang kurang utama untung	negative
susah daftar email enggak sambung	negative
tolong cuman verifikasi email susah sampai berulangkali buat saja enggak masukmasuk	negative
untung rugi biaya tari	negative
nanovest kekuranganmenonjol alami memliki akses masuk cadang email no hp hilang hangus akses transaksibuka aplikasi curiga spam ujung akun banned enggak nyaman taroh uang kunjung baik	negative
aneh grafik kendali	negative
susah verifikasi ktp	negative
bagus tari enggak pakai ewalet dana ovo gofay	negative
fiturnya lengkap persen dividen bayar lihat broker fitur nanovest	negative
sayang enggak tarik tunai ewallet	negative
buka aplikasi loading klik fitur loading klik aplikasi enggak mohon baik system nyaman guna	negative
isi kyc pasu email email terferifikasi	negative
verifikasi email bagaimana gue enggak enggak kirim email gue	negative
ngelek kadang menu saya beli saham konfirmasi sayamemasukkan pin	negative
verifikasi email smasekali	negative
banget lola alias loading kaya bikin berat hp saran saya cuman aplikasi pering ukuranya biar enggak lola berat	negative
investasi biaya transaksi biaya broker sesuai biaya tari bagus investasi untung cuman ratus upiah dalam	negative
enggak verifikasi emailnyaudah kirim kode enggak masuk email	negative
minimal usia sudah ktp enggak login	negative
tarik uang ribet	negative
kenapa daftar kyc sistem eror mulu	negative
daftar tapi verifikasi email enggak padahal email benar	negative
kesini aneh kagak buka aplikasi gue lihat kembang profotolio aset saham gue sudah beli	negative
verifikasi susah banget email sudah	negative
spread harga jual beli gede banget parah rekomendasi aplikasi	negative
verifikasi apikasinya	negative
proses kyc kirim verifikasi gmail masuk	negative
daftar kyc notifikasi masuk gmail ulang kali baca gmail kali salah	negative
verifikasi kyc email pakai banget	negative
nanovest retas orang bagaimana	negative
kycnya sulit banget terang blurtapi tetap enggak	negative
bagus tapi orang ajk tipu kecewa karena sudah harap banget	negative
potong kalo rugi adeh capek	negative
foto e ktp nanovestkok sulit banget posisi pas iya susah regritasinya	negative
moohon bntuan tidk upload foto padahal sudah ktp live chat enggak hp aneh kalau ancar kasih bintang	negative
kycnya susah hapus install clear cache pakai gmail no hp enggak kyc izin aplikasi nanovest bagaimana	negative
bagaimana verifikasi email enggak	negative
sama coba gabung install aplikasi enggak dibukaa stack bagi buat pin	negative
tari rekening bang ribet	negative
sulit masuk alamat email enggak masuk	negative
tolong nanovest kirim alamat email banget kaya anjg	negative
akun curi orang tolong kembali lagi	negative
nanovest enggak ngotak undang reef sudah depo ngerjain misi beli jual kripto sisa ribu saldo misi selesai jam kali ngerjain misi doang	negative
bintang saja coba kalo cuan bintang poll	negative
ganggu iklan	negative
masukin verifikasi email sulit banget sudah coba email tetap enggak bisa	negative
tolong baik verif saja ngulang kirim verif akun kali tolong direspon minnadmin	negative
pas verifikasi email susah	negative
kode verifikasi enggak ada pesan masuk bagaimana daftar	negative
verifikasi email sulit	negative
hadiah referal misi sulit pajak tolong baik	negative
photo ktp	negative
kadang kadang benar kak masuk apknya pening kepala	negative
biaya muncul akun batas	negative
aplikasi hp nanovest lambat banget	negative
verifikasi email email masuk ganti email masuk pesan email	negative
buka nanovest muncul ingat akun batas logout maksud hp bikin kesel	negative
full hope nano	negative
selesai kyc email masuk belum beli sahamsaya kasih b nanyi kalau email masuk kasih b	negative
eror update android	negative
bang akun sayah ambil orang aman enggak	negative
lambalat	negative
ganti mm orang beli lipus kupang	negative
enggak bisa top up shopee pay suka error	negative
logout mulu susah main	negative
akun batas	negative
mohon maaf aplikasi pending hp masalah sampah bersih	negative
mohon email situ tulis email kirim	negative
mending aplikasi belah aman nyaman produck indokantornya jelasfee gede karena kurs dollarbuat nyobabuktikan	negative
kasih bintang verifikasi email sulit banget tolong benah bug verifikasi belum email masuk	negative
pas saldo kah aman data ktp	negative
iklan	negative
aman login login aman pin biar orang enggak lihat saldo	negative
gera nano turun	negative
layan buruk coin pending enggak jual witdraw tempat enggak terima rugi harus coin caspen otomatis jual coin hapus rugi habis	negative
respon harga koin delay fee mahal purchase token pending fix this problem	negative
lelet	negative
fee biaya splitselisih harga jual beli mahal trading	negative
aneh harga beli harga beli harga rendah sudah admin mahal pindah aplikasi saja	negative
aplikasi orang withdraw crypto gagal rugi turun harga	negative
aplikasi tipu hatihati top up dana phising saran download	negative
aplikasi telat udet harga sell harga sambung	negative
real time harga jual beli rugi potong enggak begitu tolong baik	negative
buruk operasi lelet serba lelet masukin otp salah tros	negative
tipu kedok investasi sih enak banget hapus aset orang beli aset bayang saja beli jta eh turun itu aset anggka kena delesting kembali pas turun saja sisa kmna rugi banget anjir	negative
kode otp enggak kirim banget nunggu	negative
aplikasi bug mending pilih peluang saja	negative
bugagak susah cuan exchange iniestimasi untung enggak sampai pas jual	negative
biaya pajak mahal mafia nanovest hati hati trading rekomendes	negative
sah real harga mahal papan gera	negative
jual kena nilai koin beli kena makan t app koin tambah enggak bappepti data enggak realtime mode pro enggak rugi guna	negative
rifiu jujur aplikasi betul jelek duit tarik rekening bank katnya tunggu kerja tunggu sudah masuk dana rekening aplikasi tahi enggak download aplikasi tipu	negative
opsi top up via shopee hilang bank bca enggak opsi	negative
ribet login hp	negative
sendat tombol android kadang enggak	negative
nanovest ya rugi juta rupiah grafik enggak real	negative
saran gua skip bro aplikasi	negative
akun suka orang suka lupa akun uuang kayak rugpull	negative
akun kunci respon buka	negative
bagaimana gua lembar saham usaha auvi ribu hilang sekaliii tolong bagaimana	negative
top up saldo mudah pas tarik uang sulit nanovest	negative
jelek gue wlw aplikasi userfacenya bagus dapat untung stake tapi portofolio gue habis gue invest sengaja dkit lihat performnya bikin rugi melulu tanggal hanpir hilang mending treasury nabung emas sono dapat untung lmayan trunnya juga enggak sampai habis kayak begini	negative
main anak tak crypto enggak stop limit	negative
koin gua jual beli jelas uang gua nyangkut koin sudah koin tetap enggak tombol jual beli roost coin	negative
sesal pakai enggak hapus akun bot enggak	negative
rekomendasi	negative
biaya admin tarik crypto biaya admin transfer bank dasar aplikasi scam	negative
tolong akun enggak masukinudah coba emailnikpin enggak masukcoba bantu enggak fungsi	negative
cair saham soalna sudah jual saham enggak masuk saja	negative
tambah fitur danagopayopo biar enak nariknya	negative
ngeri	negative
akun batas saja daftar	negative
kayak scam beli mahal grafik murah jual murah dari grafik enggak main begini untung rugi	negative
keluar biaya beli kena pajak jual kena withdraw potong ribu mending platform indodax gratis	negative
aplikasi lambat banget saham butuh beli saham pluang sat set enggak heran nano kalah sama pluang	negative
gua beli coin harga rp kebel harga rp padahal cart kagak harga segitu anjim mentok harga harga gua gua lihat tuh langsung unninstal enggak rekomen	negative
nanoteg nya enggak sudah nama asli tetap enggak kecewa download enggak masuk	negative
payah informasi grafik simpel detail baca tools grafik	negative
jujur kecewa banget admin bantu verifikasi wajah ribet enggak tau ikut arah ai depan mohon baik ya development kyc bikin ribet	negative
gue saran didownload aplikasi untung buntung	negative
cs bersahabattidak selesai masalahribet tele tengak frofesional	negative
akun batas tangan	negative
enggak invest turun enggak	negative
top up masuk nanovest	negative
tolong ubah bijak akun hapus dapat pulih	negative
hatihati exchange fitur live chat enggak guna kendala entah nilai uang koin hilang enggak tanggap serius tim nanovest lapor undur becareful cari exchange percaya taruh aset tempat salah	negative
butuh update respon aplikasi lelet banget	negative
deposit ewallet tari enggak ewallet biaya adminnya	negative
force close terusssss	negative
ngelag terusssss email sudah verifikasi suruh verifikasi email cuman email itu sudah pakai tayik	negative
lupa akun no hp hilang	negative
asu	negative
tari dana ribet	negative
pas tari pin salah pin sudah ganti pin pin salah tunggu jam nanovest tipu scam aplikasi abal abal kecewa	negative
jaring enggak lancar nanovest lancar	negative
tari ewalet	negative
saya suka karena daftar nya ribet pakai poto ktp selvi saya pakai no hape akun imail e walet saja atau kenal wajah sudah kali enggak semua orang puya rekening kbnyakan sih mudah harus itu tata tunjuk arah main nanoves kasih tutorialnyah tuntas	negative
hati hati aplikasi jelek bisa akun nanovest nyuringambil cs aplikasi enggak ngebantu hati hati moga korban	negative
tolong akun akses jangan jujur kecewa sudah hubungin respon cuman kaya begitu	negative
enggak bisa akses kyc salah sistem mulu	negative
kecewa beli saham batal saldo kurang	negative
cair dana account ebanking lambat amet	negative
proses tarik uang nyangkut sudah	negative
butut	negative
lelet	negative
sumpah gua kesel benci akun gue saja invest tibatiba akun gua enggak buka tulis akses batas bel buka akun gue aneh banget gue enggak laku apa gue cuman investasi gue deposit tibatiba akun gue enggak gua kesel banget gue cuman tolong duit investasi gue balikin plis	negative
kendala saya enggak wd dana	negative
tekan produk kripto seribg keliar buka	negative
force close pas buka mental aplikasi	negative
banyak update update enggak	negative
masuk terang sistem ganggu	negative
buruk jual investasi enggak sesuai potong pikir pikir kalau download teman teman	negative
kecewa ya akurasi nilai rating saham prediksi harga cenderung akurat rugi invest saham percaya hasil analisa saham lenceng	negative
ngentod kode gmailnya salah mulu gua copy masih salah sudah habis sempat gua eror aplikasi	negative
masuk bug halang	negative
buka lihat hasil eh suruh verifikasi kyc jadi ragu kalo verifikasi	negative
masuk email bilang sudah daftar untung belum masang dp masang hilang uang pas dp apa bintang turunin	negative
weh minimal kasih tau bikin masuk bilang nama aplikasi langsung keluar bot aplikasi saja kagak ngebantu payah aplikasi buang cari aplikasi bahaya gue kagak tau	negative
apka buruk enggak pakai enggak	negative
bis anak usia	negative
maaf turunin bintang alas karena enggak sesuai harapanmerasa kecewa cuman awal saja enaktolong baik	negative
enggak masuk	negative
aplikasi berat hp hp barupake data tetap berat pakai wifi berat aplikasi mohon solusi	negative
kalo app investasi cerdas dikit logout transaksi hambat tolong baik	negative
ribet daftar bbrpa gagal verifikasi wajah padahal ulang sampai kali ikut tapi tetap gagal terus sampai bosan mohon maaf fakta alami	negative
akun kunci masuk pin aplikasi alami ganggu proses ticketing email responya bicara robot manusia live chat menu bantu isi gform isi ribet upload foto tulis tangan buka akun tipu aplikasi update baru aplikasi hapus fitur bantu login nomor handphone itumempersulit	negative
camat lurah daftar	negative
kripto idrnya beda hati hati wd kripto idr rugi	negative
enggak angin enggak ujan akun batas mau	negative
aplikasi busuk download ganggu sistem	negative
withdraw tanggal belum masuk rekening wd receh bagaimana kalo wd puluh jutajangan invest dinanovest wd susah	negative
aplikasi gbllllok gue sertifikasi sudah nunggu banget suruh ulang ulang bngsat gue saran aplikasi recomended ribet ulang ulang foto ktp scan nunggu gagal jelek	negative
lambat	negative
menginstal aplikasi suka aplikasi jenis kayak susahkurang easy user friendly tampil pertama	negative
kendala verifikasi email	negative
jera jera enggak pakai aplikasi lagikemarin withdraw binance pakai jaring bep alamat benarketika cek dibinance enggak masuk pas hubung bantu refundkata agen nyagak luar tanggung kamisebaiknya kakak hubung agen aplikasi wd tersebutbinance tau begitu enggak pakai appmemang enggak kkalo karena beli sel gaj pakai aplikasi nanoves	negative
day use this apps	negative
kecewa witdraw crypto enggak masuk	negative
lag parah	negative
bingung	negative
aplikasi taii daftar eh pas kyc tolak mulu alesannya enggak jelas anjing anjing anjing	negative
beli harga tinggi jual harga rendah not recommended	negative
layan buruk wirtdrawal masuk aplikasi refund bisadengan alas complain aplikasi kirim crypto tersebutkata agen nanovesthilang sia ribu nyesal pakai aplikasi guna	negative
jelek enggak masuk gagal	negative
ounya akun enggak login jelek	negative
tari ewallet enggak kasih solusi tari ewallet contoh virtual akun digunain transaksi bank uang sudah tahan kemarin enggak tetap saja itu uang ira top up tari via ewallet top up saja ewallet tari bank itu enggak virtual akun bank ewallet	negative
tax mahal trade chart enggak sesuai jual apps aneh	negative
minggu verifikasi ktp	negative
koin segitugitu saja enggak rugi	negative
kecewa nanovestsaya on apdet cek perkembangantapi kesringan logout akun apknya pas login masukin nomorkode otp banget masuk	negative
tolong jangan download aplikasi nanovest kena tipu aplikasi sudah investasi hilang pas buka aplikasi suruh ulang aplikasi	negative
niat inves buntung mndng enggak tarik payah	negative
entah alas akun dibatasisetiap log ini log out muncul notif samapdahl minggu aman aman saja	negative
bintang bagaimana masukin nama natotag nama tolong baik	negative
verifikasi email	negative
cashoutnya tolong baik systemnya lelet	negative
aplikasi enggak sesal dwnlod	negative
aplikasi gjls akun hapus portofolio aneh	negative
pakai ktp digital ikd perintah keluar ektp mohon maaf pakai exchange	negative
aplikasi percaya sdah daftar terus investasi akun kunci chat csnya bla bla kecewa	negative
iklan	negative
gugle autikator tidak msukn kode selalu salahpdhal suda kode slinmaap saya kurngi bintngnyabhaya aplikasiakun tidak buka	negative
tari mahall	negative
gua kena pajak gede lagi	negative
beli jual beli terus jual tinggal zaman enggak bangga	negative
tibatiba log ini ulang dana juta masuk no wa daftar kirim kode otp kode kirim wa log ini dana ancam hilang tolong nanovest merespon log ini	negative
lengkap fitur analisa buka chart hari detail fitur	negative
aplikasi aneh	negative
eror terus uang lagi	negative
pprtofolio sudah lmayan memang belum sampai parah dari portopolio sekarang tanggal untung dari mana tambah terus trun trunnya mending sedikit dari terus mndadak jadi niat cri untung cuma rugi pengin tambah deposit takut rugi terus saja enggak lihat untung sudah begitu bunga stalknya sekarang lebih kecil banding padahal mending invest emas aplikasi dana rginya enggak trllu ngenes	negative
coba beli saham cripto enggak untung sekaliyg potong	negative
candlestik susah menganalisa	negative
kecewa terus event server lambat	negative
aplikasi tolol	negative
jelek servernya ngebug lambat delay kalau event	negative
enggak masuk kyc aneh sesuai ktp	negative
anjrit gue sudah narik uang ini progress anjir sudah masuk rekening sudah ngehubungin cs suruh nunggu pemberitahuan email enggak	negative
enggak jales banget aplikasi	negative
mau daftar baca review top up juta terus akun terkunciwoh bahaya	negative
nanovest batas akun why perangkat rentan ganggu aplikasi bahaya mata cuk gue hapus guna nanovest kecewa layan hp gue samsung kenal security	negative
parah kecewa banget enggak sesuai iklan aman simpan duit uang hold hilang jadi akun enggak kaget nyimpen lagi langsung hapus akun enggak percaya lagi iklan artis	negative
aplikasi enggak akun ganti no hp email sudah begitu enggak pemberitahuan email hati hati saja aset	negative
banget nge acc ccd parah aplikasi	negative
akun tibatiba lupa pin	negative
id pas selesai tulis jaring enggak jelas jaring bagus	negative
enggak tarik saldo bank jago nama ktp aplikasi buruk	negative
verifikasi email muter muter doang	negative
jelek ya pakai aplikasi tarik uang biaya transaksi akai bintang karena aplikasi mahal	negative
tolol	negative
basiiii	negative
aplikasi invest buruk coba beli saham mamarika sdikit hilang portofolio entah didelist bagaimana kalau delist asih info ya jangan hilang	negative
login nomor hp enggak kirim kode verifikasinyasdh coba kali loginpikir kalau investasi	negative
susah narik ung ribet gagal terus alas banyak tayi enggak aplikasi	negative
kesalll muncul enggak renti hp anak sayagimana blokirnyagara anak saya download game enggak tau game menit ganggu	negative
hibur	negative
aplikasi buka	negative
enggak jelas banget sudah dijelasin rinci enggak dapat solusi akun sudah hapus karena nomor daftar enggak aktif hilang serta hpnya daftar pakai nomor ktp eh enggak akun sudah hapus kalo kayak begini diamdiam nyimpan data user database ya parah banget	negative
yeah	negative
tarik iklan bosan erti	negative
nomor akun hapus tolong bagaimana akun pakai nomor	negative
aplikasi nge lag parah susah masuk opsi nge lag pokok	negative
rugi tari	negative
pertimbangkanpemakaian lonjak akun dibatasisangat riskan	negative
tipu	negative
enggak verivy	negative
gue sudah daftar akun gmail gagal mulu enggak masuk anjir jam cek tetap saja gagal	negative
tranding kurang enggak enggak tambah pas belum beli pas sudah beli malah trun terus sudah minggu beli ribu tinggal ribu hadeh aplikasi parah nabung dapat bunga malah ngurangi tambah ternyta ngurangi hadeh aplikasi enggak jelas lmot	negative
aplikasi sulit erti	negative
verifikasi akun kok enggak alamat email tulis email	negative
aplikasi investasi daftar ojk ya ginigak jelasbeli emas turuntapi emas persentase untung merah merugiditanya bagaimana jelas nyasampai enggak kabarngeri ngeri sedap aplikasi investasi giniuntung coba dkit langsung tarok duit jamin rugi langsung nano enggak tau	negative
aplikasi tari gagal nama rekening nama daftar aplikasi beda bagaimana nama rekening daftar aplikasi bisa aplikasi bilang beda dasar aplikasi enggak tipu	negative
pas bikin nanotag salah jaring bagaimana aplikasi buruk mohon baik	negative
aplikasi enggak jaring bagus bagus tapi login susah	negative
mudah simpel	negative
topup ribet bos	negative
nanotag susah	negative
ribet	negative
enggak erti bahasa inggris	negative
iklan terusmenerus jedah lama pikir orang	negative
parah aplikasi abal abal salah bug nasabah korban akun gue beku aset juta untung usaha aple inj aset gue aktif apple abar difidennya bosa ambil akibat deploper nanovest ecek ecek	negative
daftar saja susah	negative
sekarang pelit misi undang teman	negative
aplikasi delay moga tingkat lancar	negative
goog	negative
aplikasi tolol akun batas blum pakai otp email ampun bikin emosi aplikasi	negative
biaya admin mahal indonesia	negative
aplikasi aneh kadang akun batas pas restart hp akun aman malam akun batas hp aman virus aktivitas curiga tolong nanovest baik aplikasi bug bagaimana	negative
buruk gua kecewa iklanya saldo tambah hari gua deposit tambah ngurangin anjink gua tipu enggak tarik dana	negative
enggak bisa buka propil malah kluar terus	negative
saham bursa amazon buka sell pending mulu	negative
daftanya susah enggak muncul email	negative
coba inves eh email gue enggak masuk tahi download	negative
biaya mahal app asa berat	negative
saldo top up akun masuk duit jadi tahan	negative
parah coba beli asset saham proses banget acc batal pending terossss	negative
lambat banget etdah	negative
maaf ya kasih bintang enggak kirim kode verifikasi email sudah pakai nano best	negative
rekomendasi	negative
enggak jelas banget heranorg enggak ngapa mengapa akun batas	negative
biaya penarikany mahal kampanye	negative
aplikasi tipu top up juta akun kunci saran jangan pakai aplikasi pindah pluang	negative
coba beli crypto coba pikirin bank akun nanovest nama akun bank kalo enggak enggak bakal tarik tunai sesal beli crypto ambil uang nama kalo atm bagaimana	negative
member hati hati scam kedok invest perhati market buka untung saham potong saham jual jual kena potong hati hati ponzi	negative
aplikasi akun batas bahaya enggak jelas banget	negative
pilih langsung ganti pin	negative
iklan enggak hapus sungguh jengkel	negative
tari adminya mahal banget parah cuan enggak rugi sia	negative
ck app elit kirim verif sulit	negative
aplikasi mu buruk akun sudah suruh ngisi pin admin bego bikin pin admin aplikasi harap baca ulas	negative
aplikasi loading stuck masuk mohon baik	negative
sumpah sesal taruh dana aplikasi ribet tari tunai nama norek sesuai muncul notif nama rekening sesuai hhhadddeeeehhhhh	negative
enggak bisa narik saldo aneh sudah baca succes gbisa	negative
lengkapin kyc saja susah	negative
tangan	negative
waduhhhh inikog update ini progres sekalitolong jelas	negative
parah akun batas aplikasi enggak	negative
sesal gua daftarcuma ngabisin modal dapat reward rbaplikasi colong data doang	negative
aplikasi judi bagaimana dah take profit ski eh yang rang sekian terus feenya gede banget	negative
kode verifikasi email enggak stack enggak maju masukin email	negative
tari status berhasiltapi masuk	negative
gua takut bintang iklan aplikasi lakilaki pakai topi ngondek asli tolong tampil muak banget gua	negative
parah kalo ngadain event biar user salah paham lucu lu ngadain event ribet	negative
tarik uang wallet tarik uang bank rekening permata bank no rek klik tombol tambah rekening bank mu success nothing happen klik tombol success enggak tarik aplikasi hoax btw harga nbt turun bulan enggak worth invest nbt	negative
lag ampun jaring memori	negative
enggak banget kok enggak masukin nomer hp	negative
penipuanpembajakanpencurian identitas	negative
akun tahan nanovest tapi cs daya hapus spend money kecewa akun enggak bisa diidupin ganti nomor	negative
verifikasi email aneh	negative
aplikasi aneh	negative
aplikasi admin tipu bangkek	negative
jelek layan aman pula	negative
daftarin kyc sulit banget sudah coba kali verifikasi wajah ngulang ktp sama asli saja enggak banget download tonton yutub tapi yaudahlah enggak banget invest saja sulit mending enggak aplikasi	negative
download mending download indodax saja aman percaya gua invest hilang gra ganti hp account gua hapus curiga enggak usah download aplikasi enggak aman	negative
aplikasi pmbohong masaakun hilang unistall bikin rugi	negative
sudah coba kali masukin gmail enggak bisa gue sampai bikin gmail gabisanyesel banget gue aplikasi jelek	negative
aneh ya dapat eh an enggak sesuai	negative
jujur umur ajar trading sayang syarat daftar minimal umur	negative
download retas aplikasi aju sulit data data	negative
log ini no hp sajatambahin email	negative
lambat aplikasi	negative
iklan jelek banget	negative
order sahamudah dapat sistem no rekomended	negative
app lambat bikin sagne	negative
aplikasi nakseleng	negative
kyc enggak masuk email lo apa	negative
kasih bintang biar coba	negative
sesal invest cobacoba eh untung buntung topup kena ppn buy kena ppn sell kena ppn transfer wallet nanovest rekening bank kena ppn coba saja sudah potong pajak	negative
enggak bagus aplikasi	negative
aneh enggak bisa kyc lambat banget	negative
akun saya kuci bagaimana solusi	negative
aplikasi lambat ngebug tolong baik	negative
enggak enggak tau bikin akun akun batas perangkat bahaya nyuruh hapus aplikasi bahaya kasih pilih logout enggak paham enggak guna so uninstall	negative
aplikasi buruk banget verifikasi gmail verifikasi gmail kotak masuk pesan buang	negative
hati hati inpestasi akun kunci alas hp rawan sadap uang sisa ribu akun dantida masuk suruh unistal install saja tida masuk inpestasi unga bayak	negative
memberitahu email kyc kode kirim kirim	negative
aplikasi ngadain event ajak teman buka bikin untung bikin rugi juta ngumpulin referral blokir akun terus ambil lagi saldo kata karena curang parah banget kalau ambil ambi orang pakai kode curang jangan semua hadiah tarik semua memang lo ngajk orang enggak buang	negative
tolong sedia tombol batal sudah order jadwal enggak dibatalin jam jadwal	negative
enggak loginpadahal aset	negative
aplikasi bagu cuman verifikasi email enggak email masuk tampil buka email tapi spam email du buka enggak verifikasi tanda darurat tolong baik	negative
iklan	negative
hello admin transaksi jual beli saham benar konifmasinya adeh bukin kesel investasi	negative
aplikasi amjinkkkk data saya babi akun gue kunci enggak buka hungin cs tetap enggak buka amjinjj banget aplikasi mana no hp pkw daftar enggak aktif beybeyku	negative
tarik tunai nama akun ovo nanovest loh enggak kerja bagus	negative
buruk aplikasi	negative
invest saja pas kyc doang susah cahaya sudah bagus otw uninstal lagi buang	negative
selesai kycpadahal hp foto ktp jelastpi app	negative
reflay dana janji enggak masuk terang dana reflay nyata kok enggak masuk bikin aplikasi janji	negative
aplikasi tipu ini pakai kode relay ribu bohong aplikasi an ini	negative
sistem error	negative
ribet kycnya	negative
verifikasi	negative
jelek ganggu	negative
enggak upload ktp	negative
aplikasiny bantu karena pas memasukkn akun masuk kodeny pakai akun satu lagi sama enggak masuk kodeny	negative
lancarorang ngeleg mulu saja daftar unistall saja	negative
kemarin beli saham saham beli enggak muncul	negative
amsyong invest	negative
aplikasi proper	negative
kecewa cpk kan suruh main rupiah enggak ajak orang hmmm enggak jls	negative
susah verifikasi enggak	negative
kode undang saldo ribu kosong	negative
ira bohong susah foto kyc ngalamin kyc aplikasi belah lancar saja skip	negative
proses verifikasi ktp gagal mulu sudah bolak ngubungin cs dibilangin kalo foto ktpnya hasil scan parah	negative
kyc susah banget	negative
enggak id tag tulis jaring lagi baik tolong kasih terang kalau belum pakai	negative
akun banned buka bagaimana nanovestnya kecewa	negative
enggak pesan masuk verifikasi gmail	negative
aplikasi nge bug verifikasi biar kyc sudah isi email enggak pesan sampai berapa ngulang gjls	negative
enggak verifikasi email	negative
stake nbt pas claim buka tambah payah tipu	negative
iklan ganggu	negative
enggak tarik dana nama bank bedadana nyangkut	negative
invest dipikirakan bintang orang cari reff pengalama ya akun dibatasigak saldo sudah komplain email aplikasi atas nanovestnya enggak suruh ganti bintang hubung email ya jalan sesuai alur enggak aneh begini	negative
bngst sudah ngemis rateing harus kasih bintang eh kartu hadiah gosok enggak jadi enggak dptbngst bngst	negative
susah ribet kalih daftar kycnya coba daftar kalih verifikasi enggak masuk	negative
loading aha susah parah	negative
aplikasi tolollll foto susah bilang salah teknis mulu tololll	negative
kak kenapa logindaftarin akun email enggak ya kak coba tetap saja enggak daftarin akun terus harus bagaimana ya kak	negative
aplikasi enggak	negative
kyc susah	negative
